PROPERTY_TOTAL_VALUE,AREA_EN,ACTUAL_AREA,PROCEDURE_YEAR,PROCEDURE_NUMBER,INSTANCE_DATE,ACTUAL_WORTH,PROCEDURE_AREA,PROPERTY_TYPE_EN,PROP_SUB_TYPE_EN
1300000,Al Waheda,232.26,2026,1776,06-04-2026 11.02,1300000,232.26,Land,Residential
1300000,Madinat Hind 4,112.24,2026,2360,13-05-2026 9.33,1300000,112.24,Land,Residential
1300000,Hor Al Anz,226.31,2026,2660,09-06-2026 11.55,1300000,226.31,Land,Residential / Attached Villas
1300000,Al Yelayiss 2,86.24,2026,2666,09-06-2026 12.59,1300000,86.24,Unit,Flat
1301312,Mirdif,150.78,2026,678,29-01-2026 8.20,1301311.66,150.78,Unit,Flat
1303130,Al Barsha South Fourth,89.73,2026,1210,23-02-2026 12.49,1303129.71,89.73,Unit,Flat
1314485,Nad Al Shiba First,105.89,2026,177,08-01-2026 12.01,1314484.87,105.89,Unit,Flat
1320015,Al Bada,222.97,2026,661,28-01-2026 11.07,1320015,222.97,Land,Residential
1324367,Al Thanyah Third,70.14,2026,1438,10-03-2026 10.50,1324366.89,70.14,Unit,Flat
1330216,Al Barsha South Fourth,87.96,2026,1216,23-02-2026 13.04,1330216.11,87.96,Unit,Flat
1332710,Burj Khalifa,94.11,2026,1243,24-02-2026 11.42,1332709.94,94.11,Unit,Office
1334308,Al Hebiah Sixth,63.73,2026,2961,26-06-2026 11.50,1334307.88,63.73,Unit,Flat
1336015,Hor Al Anz,248.24,2026,1006,12-02-2026 10.45,1336015,248.24,Land,Residential
1345207,Business Bay,81.01,2026,2508,21-05-2026 20.56,1345207.24,81.01,Unit,Flat
1346514,Al Thanyah Third,70.44,2026,2158,27-04-2026 18.35,1346513.71,70.44,Unit,Flat
1364970,Hor Al Anz,211.35,2026,1924,14-04-2026 9.55,1364970,211.35,Land,Residential
1365961,Jabal Ali First,100.89,2026,1876,09-04-2026 18.52,1365960.67,100.89,Unit,Flat
1371870,Um Hurair Second,86.33,2026,2008,17-04-2026 12.27,1371870.1,86.33,Unit,Flat
1375013,Abu Hail,232.26,2026,1700,31-03-2026 12.23,1375013,232.26,Land,Residential
1378857,Wadi Al Safa 5,160.26,2026,145,07-01-2026 10.26,1378857.27,160.26,Building,Villa
1383242,Abu Hail,233.65,2026,2683,10-06-2026 10.13,1383242,233.65,Land,Government Housing
1391866,Marsa Dubai,74.46,2026,2367,13-05-2026 15.08,1391865.58,74.46,Unit,Flat
1393596,Business Bay,63.67,2026,2808,19-06-2026 8.36,1393596.23,63.67,Unit,Office
1398446,World Islands,46.4,2026,2388,15-05-2026 8.41,1398446,46.4,Unit,Hotel Rooms
1398988,Marsa Dubai,75.04,2026,2291,07-05-2026 12.28,1398988.32,75.04,Unit,Flat
1400000,Al Barsha South Fourth,91.91,2026,954,11-02-2026 10.48,1400000,91.91,Unit,Flat
1400000,Al Twar Fourth,306.58,2026,701,31-01-2026 19.15,1400000,306.58,Land,Residential
1400000,Al Waheda,232.26,2026,1523,16-03-2026 13.53,1400000,232.26,Land,Residential
1400000,Al Jafliya,232.26,2026,2634,08-06-2026 13.33,1400000,232.26,Land,Residential
1400000,Al Rashidiya,334.45,2026,102,06-01-2026 14.37,1400000,334.45,Land,Residential
1400013,Abu Hail,464.52,2026,2035,20-04-2026 11.26,1400013,464.52,Land,Commercial
1400975,Al Muteena,260.31,2026,2559,03-06-2026 8.09,1400975,260.31,Land,Residential
1406238,Marsa Dubai,113.25,2026,2619,05-06-2026 17.15,1406237.9,113.25,Unit,Flat
1409748,Burj Khalifa,37.42,2026,2857,23-06-2026 13.57,1409748,37.42,Unit,Flat
1413168,Business Bay,77.09,2026,1406,06-03-2026 11.11,1413167.68,77.09,Unit,Flat
1426585,Business Bay,98.25,2026,2957,26-06-2026 11.37,1426585,98.25,Unit,Flat
1440632,Al Thanyah Fifth,102.7,2026,1484,13-03-2026 9.45,1440631.99,102.7,Unit,Office
1441017,Al Warsan Third,535.5,2026,2063,21-04-2026 12.29,1441017,535.5,Land,Residential / Attached Villas
1441017,Al Warsan Third,535.5,2026,1759,02-04-2026 17.36,1441017,535.5,Land,Residential / Attached Villas
1441017,Al Warsan Third,535.5,2026,2062,21-04-2026 12.22,1441017,535.5,Land,Residential / Attached Villas
1458598,Business Bay,77.08,2026,1551,18-03-2026 11.42,1458597.55,77.08,Unit,Flat
1461059,Al Thanyah Fifth,102.7,2026,1902,13-04-2026 12.17,1461058.79,102.7,Unit,Office
1467711,Al Barsha South Fourth,126.96,2026,2550,02-06-2026 13.19,1467710.51,126.96,Unit,Flat
1472947,Madinat Latifa,760.23,2026,2206,01-05-2026 11.00,1472947,760.23,Land,Government Housing
1480652,Hor Al Anz,239.23,2026,1113,17-02-2026 8.47,1480652,239.23,Land,Residential
1481863,Al Thanyah Third,86.06,2026,2728,16-06-2026 10.15,1481862.91,86.06,Unit,Flat
1489164,Al Thanayah Fourth,165.04,2026,1220,23-02-2026 20.34,1489164.2,165.04,Building,Villa
1500000,Madinat Hind 4,112.24,2026,1177,19-02-2026 13.57,1500000,112.24,Land,Residential
1500000,Al Waheda,455.22,2026,476,20-01-2026 9.39,1500000,455.22,Land,Residential
1500000,Al Merkadh,57.08,2026,2456,19-05-2026 17.05,1500000,57.08,Unit,Flat
1500000,Wadi Al Safa 3,115.74,2026,54,05-01-2026 12.10,1500000,115.74,Unit,Flat
1500014,Abu Hail,232.26,2026,1925,14-04-2026 10.00,1500014,232.26,Land,Residential
1501564,Al Warsan Third,465,2026,2174,28-04-2026 13.49,1501564,465,Land,Residential / Attached Villas
1520326,Al Thanyah Fifth,97.18,2026,950,11-02-2026 4.14,1520325.72,97.18,Unit,Office
1537522,Marsa Dubai,100.71,2026,1895,13-04-2026 9.16,1537522.08,100.71,Unit,Flat
1540000,Business Bay,84.18,2026,2733,16-06-2026 12.03,1540000,84.18,Unit,Flat
1544646,Madinat Al Mataar,131.29,2026,2686,10-06-2026 12.03,1544645.67,131.29,Building,Villa
1550000,Al Barsha South Fourth,118.87,2026,202,08-01-2026 21.09,1550000,118.87,Unit,Flat
1556786,Palm Jumeirah,66.91,2026,2030,20-04-2026 11.00,1556785.76,66.91,Unit,Flat
1557471,Business Bay,100.99,2026,1334,02-03-2026 9.59,1557470.59,100.99,Unit,Office
1557863,Burj Khalifa,103.22,2026,2785,18-06-2026 10.00,1557862.63,103.22,Unit,Flat
1558837,Al Barsha South Fourth,111.67,2026,539,21-01-2026 19.55,1558837.4,111.67,Unit,Flat
1562709,Al Merkadh,76.73,2026,1348,02-03-2026 13.16,1562709.2,76.73,Unit,Flat
1563608,Al Khairan First,71.08,2026,868,06-02-2026 11.18,1563607.87,71.08,Unit,Flat
1570828,Al Merkadh,72.78,2026,2721,13-06-2026 21.52,1570827.55,72.78,Unit,Flat
1576495,Marsa Dubai,72.93,2026,1222,23-02-2026 20.59,1576495.19,72.93,Unit,Flat
1578197,Al Merkadh,77.53,2026,1349,02-03-2026 13.19,1578196.53,77.53,Unit,Flat
1581176,Al Khairan First,65.5,2026,1454,11-03-2026 10.07,1581175.61,65.5,Unit,Flat
1583110,Al Khairan First,65.89,2026,592,26-01-2026 8.42,1583109.55,65.89,Unit,Flat
1587842,Hor Al Anz,268.21,2026,1534,17-03-2026 11.17,1587842,268.21,Land,Commercial
1587976,Al Thanyah Fifth,138.95,2026,1653,26-03-2026 15.11,1587975.63,138.95,Unit,Flat
1597796,Business Bay,90.88,2026,2551,02-06-2026 13.33,1597795.53,90.88,Unit,Flat
1600000,Burj Khalifa,69.69,2026,2651,09-06-2026 9.03,1600000,69.69,Unit,Flat
1600000,Al Rashidiya,334.45,2026,784,03-02-2026 16.19,1600000,334.45,Land,Residential
1600000,Hor Al Anz,268.21,2026,2017,18-04-2026 17.58,1600000,268.21,Land,Commercial
1600000,Madinat Hind 4,112.24,2026,939,10-02-2026 13.56,1600000,112.24,Land,Residential
1600000,Al Twar Fourth,594.58,2026,895,09-02-2026 12.16,1600000,594.58,Land,Residential
1600000,Al Waheda,278.71,2026,1524,16-03-2026 14.17,1600000,278.71,Land,Residential
1600463,Madinat Latifa,743.44,2026,1418,09-03-2026 11.57,1600463,743.44,Land,
1602894,Um Hurair Second,99.88,2026,1998,17-04-2026 11.43,1602893.83,99.88,Unit,Flat
1603426,Business Bay,82.68,2026,1301,26-02-2026 11.54,1603426.18,82.68,Unit,Office
1604316,Al Yelayiss 5,745.23,2026,2537,01-06-2026 11.36,1604316,745.23,Land,
1604919,Al Yelayiss 5,745.51,2026,1342,02-03-2026 11.31,1604919,745.51,Land,
1605498,Al Hebiah Fourth,178.51,2026,1436,10-03-2026 10.42,1605498.28,178.51,Unit,Flat
1607546,Marsa Dubai,117.52,2026,555,22-01-2026 16.58,1607546.26,117.52,Unit,Flat
1614621,Al Barsha South Fifth,151.62,2026,1093,16-02-2026 11.58,1614620.97,151.62,Unit,Flat
1618873,Al Thanyah Fifth,115.93,2026,1245,24-02-2026 11.53,1618872.94,115.93,Unit,Office
1619994,Abu Hail,334.45,2026,582,23-01-2026 20.50,1619994,334.45,Land,Residential
1624065,Al Barsha South Fourth,117.05,2026,1717,01-04-2026 8.06,1624065.33,117.05,Unit,Flat
1624720,Marsa Dubai,86.3,2026,1437,10-03-2026 10.42,1624719.71,86.3,Unit,Flat
1639268,Al Khairan First,67.75,2026,593,26-01-2026 8.47,1639268.38,67.75,Unit,Flat
1639464,Al Thanyah First,69.39,2026,679,29-01-2026 9.45,1639464.13,69.39,Unit,Office
1640222,Al Thanyah Fifth,115.93,2026,1903,13-04-2026 12.19,1640222.4,115.93,Unit,Office
1645462,Marsa Dubai,109.49,2026,2204,01-05-2026 9.33,1645462.04,109.49,Unit,Flat
1645676,Al Jadaf,125.3,2026,378,15-01-2026 0.21,1645676.15,125.3,Unit,Flat
1647745,Um Hurair Second,103.42,2026,2003,17-04-2026 12.04,1647744.68,103.42,Unit,Flat
1649998,Naif,153.29,2026,2320,11-05-2026 13.04,1649998,153.29,Land,Commercial
1650300,Al Muteena,278.71,2026,28,03-01-2026 11.53,1650300,278.76,Land,Commercial
1655143,Al Hebiah Fourth,128.14,2026,2504,21-05-2026 15.15,1655143,128.14,Unit,Flat
1655923,Burj Khalifa,81.73,2026,2704,11-06-2026 12.25,1655922.66,81.73,Unit,Office
1656702,Al Kheeran,93.56,2026,2389,15-05-2026 9.07,1656702.28,93.56,Unit,Flat
1659701,Jabal Ali Industrial Second,124.04,2026,2665,09-06-2026 12.55,1659700.7,124.04,Unit,Flat
1661078,Marsa Dubai,113.26,2026,447,19-01-2026 8.47,1661077.6,113.26,Unit,Flat
1662604,Al Barshaa South Second,135.39,2026,554,22-01-2026 16.51,1662603.74,135.39,Unit,Flat
1673325,Um Hurair Second,105,2026,1884,10-04-2026 10.50,1673324.82,105,Unit,Flat
1681348,Business Bay,87.33,2026,2377,14-05-2026 12.27,1681348.2,87.33,Unit,Office
1685376,Al Thanyah Fifth,107.12,2026,2113,23-04-2026 15.45,1685375.61,107.12,Unit,Flat
1692857,Burj Khalifa,71.81,2026,1307,26-02-2026 12.41,1692857.01,71.81,Unit,Flat
1700000,Madinat Hind 4,183.35,2026,1904,13-04-2026 12.48,1700000,183.35,Land,Residential
1700000,Business Bay,63.24,2026,2256,05-05-2026 13.45,1700000,63.24,Unit,Flat
1700000,Al Twar Fourth,594.58,2026,478,20-01-2026 9.50,1700000,594.58,Land,Residential
1700000,World Islands,85.19,2026,1641,26-03-2026 11.32,1700000,85.19,Unit,Hotel Rooms
1700000,Um Suqaim First,55.09,2026,1712,01-04-2026 7.38,1700000,55.09,Land,Government Organizations
1700000,Abu Hail,232.26,2026,2631,08-06-2026 12.19,1700000,232.26,Land,Residential Flats
1700000,Madinat Hind 4,174.8,2026,1351,03-03-2026 9.21,1700000,174.8,Land,Residential
1700000,Jumeirah Third,55.28,2026,1710,01-04-2026 7.26,1700000,55.28,Land,
1721392,Um Hurair Second,108.42,2026,1881,10-04-2026 10.31,1721392.36,108.42,Unit,Flat
1729824,Al Barsha South Fourth,133.72,2026,2836,22-06-2026 12.37,1729823.94,133.72,Unit,Flat
1731059,Al Thanyah Third,101.02,2026,3000,29-06-2026 15.55,1731059.2,101.02,Unit,Flat
1735115,Al Barsha South Fifth,165.35,2026,1427,09-03-2026 20.10,1735114.79,165.35,Unit,Flat
1745824,Um Suqaim Third,69.1,2026,2767,17-06-2026 13.26,1745824.15,69.1,Unit,Flat
1746357,Al Thanyah First,144,2026,948,10-02-2026 18.42,1746357.35,144,Unit,Flat
1748716,Al Barsha South Fourth,120.42,2026,1477,12-03-2026 16.38,1748716.2,120.42,Unit,Flat
1749298,Wadi Al Safa 3,144.28,2026,2597,04-06-2026 12.28,1749298.39,144.28,Unit,Flat
1754247,Al Waheda,651.9,2026,2678,10-06-2026 8.15,1754247,651.9,Land,Commercial
1760994,Me'Aisem First,127.18,2026,1773,06-04-2026 10.43,1760994.34,127.18,Unit,Flat
1766570,Um Suqaim Third,70.18,2026,2766,17-06-2026 13.20,1766570.24,70.18,Unit,Flat
1768927,Um Hurair Second,107.09,2026,1995,17-04-2026 11.29,1768927,107.09,Unit,Flat
1769937,Al Yelayiss 2,208.63,2026,139,07-01-2026 9.31,1769936.58,208.63,Building,Villa
1771972,Um Hurair Second,107.09,2026,2004,17-04-2026 12.08,1771972.06,107.09,Unit,Flat
1774986,Business Bay,87.94,2026,2215,02-05-2026 11.23,1774986.28,87.94,Unit,Flat
1781659,Al Merkadh,84.72,2026,2574,03-06-2026 12.18,1781659.38,84.72,Unit,Flat
1781686,Um Hurair Second,107.09,2026,1883,10-04-2026 10.42,1781686.43,107.09,Unit,Flat
1782999,Um Hurair Second,107.09,2026,2007,17-04-2026 12.22,1782998.69,107.09,Unit,Flat
1787394,Hor Al Anz,369.01,2026,918,10-02-2026 8.24,1787394,369.01,Land,Residential
1791879,Al Goze First,594.54,2026,2627,08-06-2026 10.17,1791879,594.54,Land,Residential
1793136,Madinat Al Mataar,329.08,2026,1730,01-04-2026 13.47,1793135.75,329.08,Unit,Flat
1794657,Jabal Ali First,166.95,2026,63,05-01-2026 18.13,1794656.67,166.95,Unit,Flat
1799993,Abu Hail,334.45,2026,410,20-01-2026 18.45,1799993,334.45,Land,Residential Flats
1800000,Al Jafliya,278.71,2026,2223,04-05-2026 9.30,1800000,278.71,Land,
1800000,Muhaisanah Second,464.52,2026,409,15-01-2026 12.14,1800000,465,Land,Industrial
1800000,Abu Hail,482.45,2026,2024,20-04-2026 10.20,1800000,482.45,Land,Commercial
1800036,Al Hamriya,185.81,2026,385,15-01-2026 8.52,1800036,185.81,Land,Commercial
1803987,Al Baraha,152.36,2026,1104,16-02-2026 15.05,1803987,152.36,Land,Commercial
1825871,Al Khairan First,76.83,2026,594,26-01-2026 8.50,1825871.1,76.83,Unit,Flat
1825994,Al Thanyah Fifth,110.98,2026,2982,29-06-2026 10.19,1825993.85,110.98,Unit,Flat
1827422,Al Yelayiss 1,216,2026,1391,05-03-2026 11.09,1827422.38,216,Building,Villa
1831123,Me'Aisem First,155.11,2026,2922,25-06-2026 11.04,1831122.84,155.11,Unit,Flat
1834501,Um Hurair Second,107.53,2026,1873,09-04-2026 15.40,1834501.16,107.53,Unit,Flat
1843165,Madinat Al Mataar,230.96,2026,481,20-01-2026 10.36,1843164.96,230.96,Building,Villa
1862655,Al Thanyah Third,130.82,2026,2541,01-06-2026 15.16,1862654.58,130.82,Unit,Flat
1862722,Burj Khalifa,76.99,2026,2903,25-06-2026 8.57,1862722.34,76.99,Unit,Hotel Apartment
1868469,Al Thanyah Third,92.16,2026,2525,01-06-2026 4.45,1868468.91,92.16,Unit,Flat
1869010,Business Bay,106.59,2026,2301,08-05-2026 10.19,1869010.33,106.59,Unit,Flat
1870973,Al Thanyah Third,91.97,2026,2643,09-06-2026 8.27,1870973.21,91.97,Unit,Flat
1874339,Al Hamriya,145.11,2026,2633,08-06-2026 13.22,1874339,145.11,Land,Commercial
1885453,Al Layan1,500.47,2026,1545,17-03-2026 15.17,1885453,500.47,Land,Labor Camp
1893660,Al Jadaf,132.69,2026,921,10-02-2026 9.13,1893659.56,132.69,Unit,Flat
1895748,Mirdif,169.18,2026,1047,13-02-2026 10.08,1895747.66,169.18,Unit,Flat
1900000,Abu Hail,346.06,2026,2749,16-06-2026 16.50,1900000,346.06,Land,Residential
1900452,Wadi Al Safa 7,255.21,2026,228,09-01-2026 10.43,1900451.91,255.21,Building,Villa
1913380,Um Suqaim Third,76.4,2026,1670,30-03-2026 11.58,1913380.09,76.4,Unit,Flat
1914396,Al Thanyah First,104.52,2026,2780,18-06-2026 8.44,1914396.13,104.52,Unit,Office
1927900,Wadi Al Safa 7,172.5,2026,675,29-01-2026 0.56,1927900,172.5,Building,Villa
1927956,Marsa Dubai,77.33,2026,1141,17-02-2026 11.46,1927955.8,77.33,Unit,Flat
1940706,Business Bay,79.56,2026,1790,06-04-2026 16.55,1940705.59,79.56,Unit,Flat
1944794,Al Thanyah Third,96.46,2026,2497,21-05-2026 14.29,1944794.11,96.46,Unit,Office
1944794,Al Thanyah Third,96.46,2026,2496,21-05-2026 14.27,1944794.11,96.46,Unit,Office
1952404,Wadi Al Safa 7,265.55,2026,2270,06-05-2026 10.42,1952403.58,265.55,Building,Villa
1959030,Al Twar Fourth,910.45,2026,2269,06-05-2026 10.10,1959030,910,Land,Residential
1959904,Mirdif,650.32,2026,2454,19-05-2026 14.28,1959904,650.29,Land,Residential
1963604,Madinat Al Mataar,72.97,2026,1253,24-02-2026 12.43,1963604,72.97,Unit,Flat
1967041,Hadaeq Sheikh Mohammed Bin Rashid,78.29,2026,2594,04-06-2026 11.24,1967041.08,78.29,Unit,Flat
1969508,Business Bay,111.8,2026,2279,06-05-2026 13.42,1969508.26,111.8,Unit,Office
1972059,Al Barsha South Fourth,158.6,2026,2372,14-05-2026 11.06,1972059.17,158.6,Building,Villa
1999681,Hor Al Anz,211.35,2026,1363,03-03-2026 13.13,1999681,211.35,Land,Residential
2000000,Al Barsha South Fourth,130.49,2026,1943,15-04-2026 11.19,2000000,130.49,Unit,Flat
2000000,Business Bay,84.07,2026,1905,13-04-2026 12.59,2000000,84.07,Unit,Flat
2000000,Business Bay,102.84,2026,262,12-01-2026 13.11,2000000,102.84,Unit,Flat
2000000,Madinat Al Mataar,90.07,2026,716,02-02-2026 10.15,2000000,90.07,Unit,Flat
2000000,Al Khairan First,71.09,2026,751,02-02-2026 15.48,2000000,71.09,Unit,Flat
2000000,Abu Hail,527.6,2026,617,26-01-2026 12.56,2000000,527.6,Land,Commercial
2000000,Al Barshaa South Second,109.48,2026,748,02-02-2026 15.33,2000000,109.48,Unit,Flat
2000000,Al Barshaa South Third,104.98,2026,2405,18-05-2026 13.10,2000000,104.98,Unit,Flat
2000000,Al Hebiah First,204.2,2026,2337,12-05-2026 10.48,2000000,204.2,Unit,Flat
2000000,Madinat Hind 4,112.24,2026,2332,14-05-2026 10.52,2000000,112.24,Land,Land
2000000,Madinat Hind 4,151.8,2026,383,15-01-2026 8.43,2000000,151.8,Land,Residential
2000000,Al Waheda,836.13,2026,89,06-01-2026 11.04,2000000,836.13,Land,Residential
2000000,Al Rashidiya,594.59,2026,1542,17-03-2026 13.52,2000000,594.59,Land,Residential
2000000,Abu Hail,232.26,2026,511,21-01-2026 10.30,2000000,231.41,Land,Residential
2000000,Al Merkadh,70.41,2026,1608,24-03-2026 13.56,2000000,70.41,Unit,Flat
2000000,Mirdif,135.28,2026,1610,24-03-2026 15.43,2000000,135.28,Unit,Flat
2000000,Jabal Ali First,111.87,2026,2538,01-06-2026 12.05,2000000,111.87,Unit,Flat
2000000,Al Barsha South Fifth,138.14,2026,519,21-01-2026 11.39,2000000,138.14,Unit,Flat
2000105,Al Layan1,929.08,2026,2744,16-06-2026 14.54,2000105,929.08,Land,Industrial
2006539,Al Thanyah Third,116.04,2026,680,29-01-2026 9.48,2006539.4,116.04,Unit,Flat
2013877,Business Bay,80.4,2026,2232,04-05-2026 13.35,2013877.1,80.4,Unit,Office
2015986,Business Bay,138.43,2026,332,14-01-2026 8.37,2015986.11,138.43,Unit,Office
2020192,Al Barsha South Fourth,164.06,2026,669,28-01-2026 18.54,2020192.09,164.06,Building,Villa
2035425,Hadaeq Sheikh Mohammed Bin Rashid,94.15,2026,2628,08-06-2026 11.36,2035424.71,94.15,Unit,Flat
2039802,Al Layan1,947.52,2026,2837,22-06-2026 12.46,2039802,947.52,Land,Industrial
2044258,Burj Khalifa,70.34,2026,2741,16-06-2026 14.27,2044258,70.34,Unit,Flat
2044602,Al Khairan First,65.5,2026,1152,18-02-2026 11.02,2044602,65.5,Unit,Flat
2047455,Hor Al Anz,211.35,2026,1656,27-03-2026 10.26,2047455,211.35,Land,Residential
2047455,Hor Al Anz,211.35,2026,729,02-02-2026 12.47,2047455,211.35,Land,Residential
2047509,Abu Hail,380.44,2026,2185,29-04-2026 11.24,2047509,380.44,Land,Residential Flats
2048903,Burj Khalifa,84.68,2026,2904,25-06-2026 9.08,2048903.14,84.68,Unit,Hotel Apartment
2050000,Al Khairan First,72.12,2026,6,02-01-2026 8.16,2050000,72.12,Unit,Flat
2050000,Wadi Al Safa 3,171.55,2026,58,05-01-2026 13.13,2050000,171.71,Unit,Flat
2053243,Al Yelayiss 1,275.41,2026,2717,12-06-2026 12.44,2053243.18,275.41,Building,Villa
2060750,Muhaisanah First,136.94,2026,18,02-01-2026 11.46,2060750.46,136.94,Unit,Flat
2075073,Business Bay,87.78,2026,1739,01-04-2026 17.20,2075072.81,87.78,Unit,Flat
2076784,Hadaeq Sheikh Mohammed Bin Rashid,92.6,2026,1735,01-04-2026 15.44,2076784.24,92.6,Unit,Flat
2084909,Wadi Al Safa 5,256.98,2026,2016,18-04-2026 13.50,2084908.68,256.98,Building,Villa
2087689,Burj Khalifa,106.75,2026,1191,21-02-2026 10.33,2087689.05,106.75,Unit,Flat
2088520,Muhaisanah Second,388.06,2026,2609,05-06-2026 7.26,2088520,388.06,Land,Labor Camp
2092334,Marsa Dubai,112.41,2026,2807,19-06-2026 7.47,2092333.55,112.41,Unit,Flat
2093001,Al Thanayah Fourth,296.62,2026,2699,11-06-2026 10.50,2093000.93,296.62,Building,Villa
2100000,Hadaeq Sheikh Mohammed Bin Rashid,66.09,2026,711,02-02-2026 9.20,2100000,66.09,Unit,Flat
2100000,Al Warsan First,154,2026,490,20-01-2026 12.40,2100000,154,Land,Commercial
2100005,Al Bada,278.71,2026,1993,17-04-2026 11.02,2100005,278.71,Land,
2101651,Al Layan1,976.25,2026,1240,24-02-2026 10.34,2101651,976.25,Land,
2102577,Al Hebiah Fourth,162.78,2026,2507,21-05-2026 16.34,2102577,162.78,Unit,Flat
2109014,Hadaeq Sheikh Mohammed Bin Rashid,92.1,2026,1792,06-04-2026 22.00,2109013.7,92.1,Unit,Flat
2113487,Marsa Dubai,96.53,2026,537,21-01-2026 16.46,2113487.22,96.53,Unit,Flat
2120058,Al Thanayah Fourth,294.28,2026,1086,16-02-2026 10.48,2120058.17,294.28,Building,Villa
2121274,Burj Khalifa,72.99,2026,2778,18-06-2026 0.56,2121274,72.99,Unit,Flat
2129993,Burj Khalifa,73.29,2026,2742,16-06-2026 14.46,2129993,73.29,Unit,Flat
2132055,Al Barsha South Fifth,171.41,2026,2531,01-06-2026 10.24,2132054.79,171.41,Unit,Flat
2132974,Al Baraha,198.16,2026,2404,18-05-2026 12.50,2132974,198.16,Land,Residential
2137824,Hor Al Anz,361.11,2026,2865,24-06-2026 10.12,2137824,361.11,Land,Residential
2143420,Al Yelayiss 1,277.68,2026,1614,25-03-2026 0.52,2143419.64,277.68,Building,Villa
2144755,Al Yelayiss 1,278.42,2026,1392,05-03-2026 11.16,2144755.49,278.42,Building,Villa
2144755,Al Yelayiss 1,278.42,2026,1390,05-03-2026 11.05,2144755.49,278.42,Building,Villa
2144843,Business Bay,111.53,2026,2380,14-05-2026 12.52,2144842.93,111.53,Unit,Office
2150000,Madinat Al Mataar,137.76,2026,2212,01-05-2026 17.38,2150000,137.76,Building,Villa
2153836,Al Merkadh,109.18,2026,1489,13-03-2026 13.33,2153835.54,109.18,Unit,Flat
2160074,Burj Khalifa,107.3,2026,1529,16-03-2026 14.55,2160073.84,107.3,Unit,Flat
2167423,Al Hebiah Fourth,140.43,2026,903,09-02-2026 13.18,2167423.13,140.43,Building,Villa
2171079,Palm Deira,80.4,2026,2099,23-04-2026 9.29,2171079,80.68,Unit,Flat
2175440,Business Bay,101.87,2026,1541,17-03-2026 13.07,2175440.42,101.87,Unit,Office
2176511,Jumeirah First,87.7,2026,2956,26-06-2026 11.34,2176511.43,87.7,Unit,Flat
2178615,Al Hebiah Third,150.4,2026,1507,16-03-2026 10.17,2178615.43,150.4,Unit,Flat
2181803,Al Thanyah Fifth,101.77,2026,2505,21-05-2026 15.20,2181802.59,101.77,Unit,Office
2188094,Al Thanyah Third,130.82,2026,1018,12-02-2026 12.48,2188093.67,130.82,Unit,Flat
2191503,Business Bay,124.8,2026,2280,06-05-2026 13.55,2191502.67,124.8,Unit,Office
2196491,Al Thanayah Fourth,255.2,2026,2811,19-06-2026 9.39,2196490.82,255.2,Building,Villa
2199385,Marsa Dubai,145.53,2026,1426,09-03-2026 14.54,2199384.62,145.53,Unit,Flat
2200000,Madinat Al Mataar,206.4,2026,1640,26-03-2026 11.14,2200000,206.4,Unit,Flat
2200000,Um Suqaim Third,69.14,2026,899,09-02-2026 12.46,2200000,69.14,Unit,Flat
2200000,Al Rashidiya,594.58,2026,1826,08-04-2026 14.15,2200000,594.58,Land,Government Housing
2200000,AL MIZHAR FOURTH,743.13,2026,949,10-02-2026 19.27,2200000,743.13,Land,
2200000,Al Warsan First,156.2,2026,501,20-01-2026 14.47,2200000,156.2,Land,Commercial
2200000,Wadi Al Safa 7,169.81,2026,2246,05-05-2026 11.17,2200000,169.81,Building,Villa
2212240,Abu Hail,228.36,2026,566,23-01-2026 10.06,2212240,228.36,Land,Residential
2222853,Al Khairan First,103.01,2026,1734,01-04-2026 14.49,2222852.57,103.01,Unit,Flat
2231125,Business Bay,85.93,2026,1561,19-03-2026 11.02,2231125.08,85.93,Unit,Flat
2234721,Al Khairan First,100.59,2026,1398,05-03-2026 13.46,2234721.39,100.59,Unit,Flat
